SMILES,Hf
O=C1NC=CC(=O)N1,-78.638725
CC1CCC2CC3C2C13,31.2444925
CC1(O)COCC2OC12,-97.91676
NC1=C(N)C=C(O1)C#N,24.355415
CNC12CC1(C)OC2=N,20.6634325
CC1C2OC3CC2OC13,-40.918765
CC1C(O)C11CCC1O,-49.2584625
CC1(C#N)C(N)C1C#N,78.8143225
C1C2C=CC11C=CCC21,98.99172
C1CC23C4COC2C4N13,99.85922
CC#CC1COCC=C1,28.1906075
CC1=C(C)C2(C)OC2C1,-17.44016
CC(=O)NC(=O)C1CO1,-96.4419575
CCC(C)C#CC(C)=O,-10.3412525
C[NH2+]CC1=CC(=O)O[CH-]1,-62.8317375
CCC1OC11COC1=O,-84.5733775
O=CC12CCC1C1CN21,57.524305
O=CC1(CC(=O)N1)C#C,13.1300925
CC12CC(=O)CCC1O2,-59.9087975
CC1=CCCC(O)C=C1,-18.5213425
OCC1C2OC1C2CO,-45.5876525
COC(=O)C(N)=N,-77.1141575
CC1=C([O-])C(C[NH3+])=CO1,-60.641135
O=C1NC=C(N1)C#C,29.66116
CCN1C2C3C1C2C3=O,69.9833175
CCCC1(CC1)C#CC,43.101105
O=C1C2C3CC2CC1C3,-3.67447
CC1CC(CO)CCO1,-102.1607
CCC1=C(O)N=CN1C,-32.40487
OC1CC1NC(=O)C=O,-85.8070875
CCC1(OCC1N)C#N,4.2254425
O=C(C#C)C1OCCO1,-35.766205
CC1C2OC1(C)CC2C,-33.069525
CCC1OC23CN(C2)C13,103.8900575
N=C1OC2CC1OC2=N,-30.925695
CC1=CCCC1(C)O,-44.6730675
NC1(C#N)C2OCC12O,19.63449
OCCNC1=NC=CO1,-54.0681175
CCNCC(O)C#N,-21.8497275
CC1OCC2CC12C,-33.328495
COC1CN(CC#C)C1,45.9303925
CCCCN1CC1C,0.6115225
COC=NC1COC1=N,-29.204685
CCCC#CC1CC1O,15.060575
NC(=O)C12CC1CC2=O,-40.9938875
CC1(C)CC(=O)N1C=N,-24.0384125
COC1C(C)C1CC#N,0.6725825
CC1=NC2=C(OCO2)O1,-49.6572175
CC1OC(C#N)C1(C)O,-41.4854425
O=C1CC2(CCC=C2)N1,-7.2205175
CC1OC11CC(C1)C=O,-36.1616875
CC1=NNC=C1NC=N,45.53271
CC12CC(O)C1CC2=O,-42.718435
N#CC#CC1CCCC1,71.5002725
CC(CCOC=N)=NO,-35.9040975
NC(=N)N1N=NN=N1,105.9760725
C1OC2C3CC(C3)C12,14.87565
O=CC12C3CC1OCC23,-11.8063075
OCCC1COCC=C1,-66.1633125
OCCC1COC(=N)O1,-113.02826
C1OC11C2OC1C21CO1,31.396375
N#CC1=CC=CCCC1,53.086285
CN1N=CN=C1CCO,-14.8694275
CC12CC3CC1OCC23,-10.546445
CNC(=N)C1OCCO1,-64.2947075
CC(=N)NC(=O)C1CO1,-47.610515
CCC1=CC(CC1)C=O,-29.6117775
OC12CC1CC1(CC1)C2,-0.790075
CC1C2C3C(C)C2C13,73.4195825
CC12CN1C1(CC1O)C2,33.6050375
CC(C#C)N1C=CN=N1,108.007505
CC1(C)C2C3OC3C12C,40.37267
CCN1N=NOC1=NC,30.4121825
O=CC12CC3C(O1)C3O2,-50.7502775
COC=NCCC=O,-60.68384
CC(O)(C1CN1)C1CN1,12.5377125
CC1=CCOC(=O)NC1,-69.78883
O=CC12NC3=NCC1C23,129.2835
C1C2CC1OCCOC2,-52.0771925
OC1CC11COC11CC1,-5.59428
C1C2CN1C1=C2C=CO1,80.25697
CC1C(=O)OC1(C)C,-95.472395
OC1C2OC2COC1=N,-73.3976475
CCOCC#CC1CO1,-1.6491875
COC1CC11CC2CN12,44.4953
C1CC1C1=CCC2CC12,57.3154575
C1C=CC2=CN=NN12,84.287565
CNC(=N)C(=O)C(C)O,-76.704775
CC1N(C)C2C3CC12O3,99.179415
O1C=CC=C2N=CN=C12,31.9396475
CCC1(C)CCCC1C,-38.9593975
CN1C=CC(C#C)=C1O,37.57693
OC1C2CC1(CC=O)C2,-17.6567125
CCCC(=O)C1(C)CO1,-74.39674
O=C1NC2CC12N1CC1,49.6259175
CN1CC2OC(CO)C12,-28.1230525
C1C2C=CC3COC2C13,17.25391
CC#CC1=NC(O)=NO1,17.9781125
O=CN1CC1C1CC1,12.0311475
CC1CCCOC(C)O1,-103.5443375
CC1=NOC=C1C#N,36.903765
COC1CC2CC1(O)C2,-59.302855
CCCN=C1NC=CO1,-15.4655075
CN1N=CC2=C1CCO2,17.5751
CC(O)C1CCC2OC12,-68.107935
CC1OCCC1NC=O,-89.5414975
CC(C)C12CN1C1CC21,80.9462125
O=C1COCCC2NC12,-29.223465
CC12NC1C1OC21C=O,41.800345
CC1=C(C)C=C(CO)O1,-70.152735
CC1(CC2OC2C1)C=O,-51.1501525
COC1=C(N=CO1)C#N,-12.1255725
COC1CC(=NO)C1C,-27.356875
COC1C2C3N2C1C3=O,17.48723
CN1CCC(C)(O)C1=O,-101.3083775
CC1(CO)CC(CO)O1,-119.14217
CC12COC(C1)OC2=N,-62.260085
C1C2CN=COCCN12,20.838505
CC12C3CN4C(C13)C24,90.863005
CC1(C2CCN12)C(N)=O,0.8394525
CC12C3C1C1C=CC3C21,100.32202
CCCN(C)C(=O)OC,-117.070145
CC1(CC1)C1=CC=NN1,48.561115
CC1=CC2CCC1(O)C2,-21.791245
CN(C)C1COC1C#N,17.99593
C#CC12NC1CC2C#N,147.248485
CC(=O)C1=CN=C(O)N1,-64.67139
CCCC1C2CC=CC12,23.9127825
C#CC12C3C1N1C3CC21,179.5578775
CC12CC(C)(O1)C=C2,14.1107275
NC1=CC=CC(=O)N1,-23.9288175
CC1(CC2(CN2)C1)C=O,10.1390475
OCCC1=NC=CN=C1,-6.4663075
CC1=NC(=O)NC(N)=C1,-29.79241
CN=C1CC(CO1)=NO,-23.17943
OCC12CC1(O)C(=O)N2,-64.31584
CCC1(OC1C#C)C#C,95.040915
CC1=NC2=C(ON=C2)O1,9.6486775
CC1OCC(CO)=C1C,-75.00667
O=C1CC23COCC12O3,-33.0434825
CC1(NC1C#N)C1CO1,42.43665
CCC1(O)C2CN2C1C,-1.899135
CC1CC(=O)COC1=O,-119.9493175
O=C(C#C)C1CC1C#N,80.7240525
O=C1NC2CC=CCC12,-5.4359075
CC1(C)CCCCC1=O,-64.981665
O=C1CC2C(C1)C2C#N,18.2926
CC1(C)OC(=N)C1O,-67.21235
CC12C3C1C1C3N2C1=O,85.04103
CC1OC(=O)C1CC=O,-106.526465
CC1CC(CO)(CO)C1,-84.639645
COC1=COC(=N)O1,-76.6435175
CC1C2C3C(O)C3N12,71.25397
NC1=NC=C(N)C(=N)O1,-3.6740225
CC#CCCC(C)=O,-7.7664325
CN=C1N2CC2C11CN1,108.957945
CCCCC(C)(O)CO,-121.5858125
CC(O)C12NC1CC2C,-5.224885
CC12CCC3(CCC13)O2,48.732225
CC1CC(CC2CC2)O1,-19.70754
CC12NC1CC21COC1,35.67767
CC12CC1OCC2CO,-58.848545
CC1CC2CC2(O)C1,-29.7875125
N=C1OCC1OC1CC1,-20.405835
N=C1OCC(=O)OC1=N,-75.09172
C#CC1=CCCCC1,56.9498125
CC12CN1C1(C)C(O)C21,47.779635
C1CC11C2CC3OC1C23,56.2260525
CC1=C(NC=C1)C#C,71.8562525
CN1CC1(C#C)C1CC1,105.4961175
CC1CCC(O1)C(N)=O,-100.3708925
CN=C1N=CNN=N1,94.50609
O=C1C2CC3(COC13)N2,26.3456475
CC1CC11OCC1(C)C,-19.4496375
CC12CC3(CO3)C1(C)O2,-16.2209925
CCOCC1=CN=CO1,-56.12439
N1C=NC2=NC=NC2=C1,67.73034
OC1CC2NC2C=C1,12.5921325
C1OC2C3CC4OC3C124,65.3899975
[O-]C(=O)C1CCC[NH2+]1,-91.909495
CC1(CC(N1)C#N)C#C,109.88754
CCC12CC(O)CC1N2,-28.5898475
COC12C3CC1(C)CC23,29.0770425
CC1OC2(CC2)C1=NO,4.78327
OCC(=O)C(C#C)C#C,46.6599725
CCC1(CO)OCC1O,-114.19747
O=C1OCC11CCN1,-38.0484375
C1CC2CCCN=C2O1,-31.3550175
CC1C(C#N)C1(O)C=O,-26.21438
C1C2C3OCC(C=C3)N12,39.991955
CC#CCOC(=O)C#C,27.06754
COCC1(O)C(C)C1C,-77.8017775
NC1=CC([O-])=C(C[NH3+])O1,-60.1172175
O=CN1C2C=CC(=O)C12,-1.9537525
CC(CC#C)NC(C)=O,-11.0761
O=C1COC(O1)C#N,-73.37402
CC(=O)OC1C2CCC12,-49.46657
CC1=CCC2CCC=C12,27.0197575
CC1COCC(=O)C1,-82.59233
N#CC1CC2(CO2)CN1,27.6583975
NCC1(CN=CO1)C#N,16.1274125
CCC1(C)CCC=CC1,-15.16312
OCCC(O)C(F)(F)F,-265.8852125
CN1CC1C1(C)CC1O,6.64867
N=C1OC2C(OC12)C#N,28.1749875
CC12OC1CC1COC21,-32.8077
NC(C#N)C#CC1CN1,125.283835
CCC1NC1(C)C1CN1,40.06934
NC1=CC(C#C)=C(N)O1,46.90028
N#CC12COC(C1)C=C2,35.2081175
CC12CC1(CO2)C1CO1,-5.708485
CCOC12CC(C1)C=C2,14.410485
CN=C(NC=O)C1CN1,11.3625825
CC1NC1C1=CON=C1,40.055915
CC(CO)C1COCO1,-125.3500275
OCC12CC1(O)CC2O,-77.31468
CCC1CC2COCC12,-34.234165
CN1C=NC2=COC=C12,27.3291825
CCCC1=C(C)N=NO1,-3.6233275
COC1=CC(=O)N=CN1,-43.924985
CCC1OC1CC#N,-0.8401325
O=C1C=CC2C3CC2C13,47.46512
ON=C1CCC1C1CO1,7.8912775
CC1(C=O)C2C3CC1N23,48.76315
CC(N)C(=O)NC=O,-86.1208525
CC1(O)CC(C1)C1CO1,-50.0641725
N#CCN1C2CC1C2,106.3954675
COC1C2CC(C2)C1=O,-41.5807775
CC12N=COC1C2CO,-36.931675
OC1CC2CC1(C2)C#N,13.66833
C1CC2(CC=CC2)C=C1,34.2410275
NC1=CC(O)=CC(=O)N1,-67.7291975
CC(C#C)C1=NON=N1,103.2503625
CC1(O)CCOC(=O)C1,-137.79815
CCC1N2CC(O)C12C,-3.6027975
CC1C2CCC(O)CC12,-35.0379925
O=C1C2C3CC1OCC23,-34.6924875
CC1C2C3(C)CC2(O)C13,31.76839
CC(O)C(C)C=O,-92.9291725
CCC(O)(C#C)C(C)C,-13.8786925
OC1C2CC3C4C3C2C14,38.514865
CC1COC(C1)C#C,11.76325
NC1=NC=CC(=N)O1,-4.34647
O=C1CC2OCCC2=C1,-45.91407
CC1(C)COC(=O)N1,-103.1787675
CC1=C(O)C(O)=C(O)N1,-92.6920175
CC1(C)N=COCC1O,-76.567935
O=C1CCN2CC2CO1,-43.741305
O=CC1C2OC=NC12,-12.37468
CC1C(C)C1(O)C#C,24.3509
C(C#CC1CO1)C1CN1,73.8298925
CC12CC(C)(O)CC1O2,-79.07287
CNC1=CN=CC(N)=C1,27.7035975
CN1C(=N)NCCC1=O,-37.921895
CC1C(CO)CC1C#N,-7.1736775
CC1(C=CC2CC12)C#N,69.775275
CC1OC1C(C)(C)C=O,-65.9286275
CC1CC2C(O)C1C2=O,-47.7302775
C1CC2(C1)OC21CCC1,11.616855
O=C1CCC2C3CC3N12,17.4000725
CC1CCC1C(N)C#N,35.05772
CC1(CCC=O)CC1,-30.670405
CCC12CC1CC=C2C,17.5599725
O=C1NC2C=CCC2=C1,9.6331
CN1C=C(OC1=O)C=O,-97.684185
CC1(O)C2(O)CC1(O)C2,-73.242205
CC12CC(C1)C=CC2,26.145615
CCC1(CO)NC1C#N,6.908005
O=CCCCCC1CO1,-62.2037875
COC1CC(=O)CO1,-113.81052
O=C1CC=CC11COC1,-24.670685
COC1CCNC(=O)O1,-133.1214375
COC(CO)CCC#N,-67.5300525
CC1=C(OC(N)=N1)C#C,32.988605
CC1C(OC1C#C)C=O,10.3896225
CC12OC3C(C13)C2CO,-2.43419
C1OC1C1=CC2OC2C1,2.053285
OC1(CC(C1)C=O)C#N,-21.1310025
COC1C=CCC1C=O,-48.396055
CC(=O)C1CCC11CN1,5.5256675
CN1N=C(N)C(C)=C1N,25.272395
OCC1CC1CC#C,31.8627025
CC1=CC2OC1C(C)=C2,23.17249
COC1C2OCC12C=O,-47.5345625
CC1CCOC(=O)CN1,-87.1055425
C1C2C1C1CC=CCC21,61.6245
OC1CCC(=O)CC1=O,-116.5909375
CC1(O)C2CCCC1O2,-64.4201175
OCCCC1C2CC1O2,-17.702115
CN1CC1(C#C)C#C,150.887995
CCCC(C)C(=O)CO,-109.2407825
NC1=C(N)C(=O)N=NO1,-52.44276
CC#CCCOC(N)=O,-57.6598825
N1C=NC=C2C=NC=C12,74.3887875
CC(=O)C12CC1OCO2,-80.4996475
CCC12OC1C1C(O)C21,3.380225
OC1CN(CC1O)C=O,-120.0995575
CNC1C=CCC1C#N,49.8932975
CN=C1OC=NC(N)=C1,-1.2104125
N#CC12CCCC1CN2,50.9776175
CCC1(C)C(C=O)N1C,-20.0671425
NC1=CC(=O)CC1=O,-58.288855
C1CC2OC3C1C3O2,-38.5365875
NCC1(COC1=N)C#N,26.9066075
CC12OC3(C)C1NC23C,47.7401025
CC12C3C4C1OCC2N34,53.5478375
CC12CC1CCN2C=O,-24.0735075
CC#CC1COCCN1,14.43303
C1C23COCC12C=CC3,15.4944
O=CC1(CC2NC12)C#C,92.6908825
C1CCC2NC2C=CC1,40.768015
OCCC12CN3CC1C23,48.640565
N=C1CC2C3C(CN23)O1,39.85637
CNC(C=O)=NC(C)C,-35.2978675
O=CC1=CCCC2OC12,-27.0620875
CC(C#C)C12CC1CO2,62.6516525
NC12C(C#N)C1N1CC21,142.9385475
C1CC1C12COCC1N2,14.6834025
CC1CC2C3CC2C1O3,-8.4198475
CN=C(CO)NC=O,-73.3211075
CC1C2CCC1C1CC21,21.2684975
CC1=CN=C(CO)O1,-62.4192825
CNC12CN(C1)CC2=O,18.039855
CCC([NH3+])CC([O-])=O,-115.02619
OC12CC(O)(C=C1)C2=O,-44.31652
CCC12NC1C1C(C)C21,84.5643775
CC1OC2COCCC12,-63.85223
CC(C([O-])=O)C1([NH3+])CC1,-82.3064225
CCC(C=O)C#CC#N,43.145365
CCC1CC(O)CC1=O,-93.2713125
CC(C#C)C(=O)NC=N,16.2542125
CNC(=O)C1CCCC1,-63.9795925
OCCC1(CN1)C1CO1,-25.0746575
OC1=CC=NN1,-1.3317625
COC(=[NH2+])NCC([O-])=O,-130.1207775
CC12CCC1C(O)C=C2,-10.48997
CCNC1=NC2CC2O1,-5.8961325
CC1CC11CNC1C#N,73.49169
CC1C2C3CC3(C)C12O,17.291965
OCCN1C=NOC1=O,-85.796465
CC1(C)C2CC(O)CN12,-20.827045
CC12CC(O)C1CC2O,-52.985185
CNC(=O)C1NC1C=O,-41.58777
CC(C)(C)OCCC#C,-14.03494
COC(=O)CCC(C)C,-122.716345
CC(C=O)C1=CN=CO1,-44.6810775
CC1(C)OC2CC1C=C2,-14.0610725
CN1C=NC(=N)C=C1O,-0.273555
CC1CC2CC3C2C13C,31.2482575
COC1CCOC(=O)O1,-169.3758975
C1C2N=C3C=C1C1C2N31,150.9312825
CC1OC1CC#CC#C,84.71603
CC1=C(F)N=CN=C1O,-79.270155
CC#CC(C)(C)C(C)O,-20.80692
CC(C#C)C1=CCCC1,59.2945925
CC1(OC1CO)C#N,-29.033145
CC1(CN1)C1=NOC=N1,39.41582
C1C=CC23C1C1C2OC31,110.29042
O=CC1OCC2CC12,-38.44811
CC1C2C1C(C)(O)C2=O,-38.5800725
OC12CCN3C4C(C14)C23,58.40908
CC1(O)CC=CCC1=O,-67.484605
CCCN1C=NC(C)=N1,8.9041025
OC1C=CN2CCN=C12,14.45517
CC1=CC2CC1C2,50.118185
N#CC1(C#N)C2CNC12,130.7583675
OC1CC2CC=CC12O,-43.89939
CC1C2CC(O)C(C)N12,-17.3488125
CC12OC1CCC21CO1,-35.321465
CC12CC(C1)C2C#C,102.03004
O=C1C=CC2C3OC2C13,28.0922475
CNC(=O)C1=CNC=N1,-25.8636325
CC1(C)C2CC1C(=N)O2,-5.060885
CN=CN(C=N)C(N)=O,-28.8275825
CC1C2CC3(O)C2C13C,18.7898075
OC1(CC11COC1)C#C,31.495585
O=CC1OCCC11CO1,-72.4525875
CC1OCCC1N1CC1,-13.3930525
CC1NC(=O)NC1=N,-41.7456925
CC1C(CC1=O)OC=N,-46.1452575
CCC1=CN=C(C)C=C1,5.73554
CN(C)CC(=O)C(N)=N,-26.2023
CC12CN3C1C2C3C=O,61.161295
FC(F)(F)CCN1CC1,-153.48585
C1COC2=C(N1)C=CN2,6.0033725
CCCC1=C(O)NC=C1,-31.16363
N=C1NC=C(O1)C1CC1,11.6119675
NC1=NCCN1C=O,-29.0877625
OC1=NC(=O)N=NO1,-115.7836975
CC1CNC=C1C(C)=O,-29.2127325
CC(C=O)N(C=N)C=O,-61.490815
COCC1CCCC1O,-93.888995
CC12C3C1C1(C)C3OC21,58.71158
CC12CCC11CC(C1)O2,26.1365775
CC(C)C(=O)CC=O,-86.53303
CC1C2C3OC2C13C=O,33.104495
CC1=NN=C2NN=CN12,85.050955
CC(CO)C#CC#C,54.309855
COCCOCC#C,-23.405275
CC(O)C1NC1C=O,-47.8822125
OC1CC2=CNC=C2C1,-7.856175
OCC(=O)OC(=N)C#N,-67.00199
CC1OC1CC(C)=O,-68.36816
OC1CNC(=O)OC1=N,-109.515965
NC(=[NH2+])NC1=NC=N[N-]1,54.755615
CC1(C#C)C2CC(O)C12,57.4747775
OC1C2CCC1N2C=O,-42.4831675
O=CC1C2CN=COC12,-18.4151825
CC1C=CC(=O)NC1=N,-20.4514
O=C1CCNC2CNC12,3.976325
N#CC12CC1CO2,48.6850875
FC1=NC(=N)NC(=O)O1,-109.4297975
CC(C)CNC(=O)CO,-114.632935
CC12CC(O)(C1)C21CN1,40.7999525
NC1=CC(=O)CC11CN1,9.5198825
COC1C2NC2CC1O,-49.261645
CN=C(C)OC(=O)C#C,-11.9054975
CN=C1OC(C)=NN1C,-10.620625
CC#CC1C2CC2C1O,49.51745
CCC1(CO)OC1C=O,-94.5841075
CC1=C(N=CO1)C(N)=N,-11.2830425
CCC(C#C)C(C)C#N,62.0153875
ON=C1C=CC2COC12,13.334435
O=C1NCCC=C1C#N,4.5885825
OCC1CN2C(C#C)C12,78.688625
CC(C)C1=NOC(=O)O1,-100.71084
COC1COC2CC12,-46.5782225
NC(=O)N1C2CC1C=C2,30.5536825
CC12CN1C1CCC21O,36.047895
CC1(C)OCCCO1,-99.73397
OC1CC(=O)C(O)C1O,-158.06521
N#CCC1CN1C1CC1,80.35152
CC1C2CC(C3CO3)C12,26.0512375
O=CN1N=NC(C=O)=N1,17.1723125
COC1C(C)C1(N)C#N,9.980245
CCC(O)C(O)C(C)O,-154.387185
O=CCC1C2C3CC2N13,77.581715
C1CC11CC2C3OC1C23,45.578005
CC1(COC1)C1CC1O,-39.983385
O=C1CC(CO1)C#C,-25.75921
OC12CC1C1COCC21,-23.90975
C#CC1CC2OC12C#N,108.1470575
CC1N=C2OC3C2C13O,69.8928925
CC(C)C(=O)N(C)C,-71.4431125
N=C1OC2CC1CO2,-53.450425
CC1C2C(O)C=CC12C,-7.363765
CC(O)(CO)C1(C)CN1,-73.30453
C#CC1=CC2CN3C2C13,151.1635025
CC1C=CC2NC12C#C,109.029165
O=CC1NC2CC12C=O,3.6891325
N=C1OCOC1C1CC1,-40.57243
O=COCC(C#C)C#C,39.17327
CC12NC3=NCC1(N)C23,148.575785
OC1COCC(=O)C=C1,-87.7008375
OCCC12CC1N1CC21,56.07142
CC1C2OC3C2C3N1C,28.402435
C1C2OC2C2=CNN=C12,42.880515
OCC1C2CCCN12,-7.0218575
N=C1OCC2OC2C1=O,-52.5989375
CC(O)CC(C)(C)C#N,-42.71048
NC(=O)C1CC2CC1C2,-25.0260525
